tipo_suelo,pH,materia_organica,conductividad,nitrogeno,fosforo,potasio,humedad,densidad,altitud,fertilidad,cultivo
2,4.9,2.8,1.73,42.28,25.39,131.24,30.8,1.17,133.73,0,Ninguno
1,7.71,1.62,2.62,9.99,16.48,127.77,39.37,1.1,928.22,0,Ninguno
4,7.2,2.71,2.15,7.36,18.35,277.96,7.37,1.46,1464.03,0,Ninguno
3,8.11,4.89,3.95,33.74,20.56,123.43,35.33,1.14,1120.44,0,Ninguno
2,4.55,4.52,3.79,31.76,23.06,293.38,19.18,1.68,431.58,0,Ninguno
4,6.34,1.73,0.97,8.93,25.37,139.46,23.54,1.64,2498.12,0,Ninguno
4,6.61,3.03,2.19,5.8,22.51,198.76,6.45,1.19,1262.59,0,Ninguno
3,6.4,1.05,1.27,29.13,28.67,203.09,25.67,1.21,775.39,0,Ninguno
4,4.72,0.74,2.65,49.78,12.83,270.21,28.61,1.64,2604.47,0,Ninguno
4,8.43,4.56,2.67,35.28,7.29,23.37,15.32,1.66,506.47,0,Ninguno
3,8.36,0.85,3.44,29.54,28.88,188.5,9.44,1.42,2682.28,0,Ninguno
2,6.57,1.82,1.78,27.5,7.51,162.76,6.41,1.42,1467.4,0,Ninguno
2,7.63,1.43,3.73,26.29,36.34,188.76,24.76,1.33,2950.76,0,Ninguno
3,7.57,2.37,1.11,9.02,33.49,261.02,18.38,1.03,1377.82,0,Ninguno
2,6.84,0.91,2.05,35.22,14.99,233.4,26.88,1.67,1578.92,0,Ninguno
2,5.71,1.09,2.57,49.57,33.79,171.61,8.5,1.25,575.52,0,Ninguno
3,4.68,3.25,2.21,38.79,30.1,150.1,22.6,1.65,2245.52,0,Ninguno
3,8.37,1.71,2.96,46.34,12.69,79.79,22.02,1.54,1491.79,0,Ninguno
4,4.66,0.55,2.79,35.9,32.67,151.04,23.52,1.09,1629.87,0,Ninguno
2,5.29,2.88,3.83,14.91,34.39,258.63,34.5,1.66,2686.79,0,Ninguno
4,6.22,3.15,2.23,40.68,27.42,22.87,16.42,1.39,1742.69,0,Ninguno
2,8.43,2.18,3.3,34.14,10.17,23.38,24.8,1.02,630.69,0,Ninguno
3,7.16,3.72,2.01,38.03,27.06,41.31,35.59,1.13,1122.64,0,Ninguno
2,6.1,0.58,0.12,34.32,25.79,155.86,19.05,1.3,3131.58,0,Ninguno
4,6.44,1.14,0.4,47.78,32.42,291.52,19.37,1.64,1435.73,0,Ninguno
1,4.56,3.27,1.65,36.75,33.8,162.57,12.13,1.65,2771.6,0,Ninguno
3,5.6,3.31,3.59,26.38,39.95,214.75,18.06,1.09,2599.02,0,Ninguno
1,7.31,0.52,2.22,44.6,11.07,58.98,15.63,1.26,3900.68,0,Ninguno
4,5.2,0.54,1.75,15.64,29.41,216.54,23.96,1.03,3439.78,0,Ninguno
4,5.2,2.95,3.74,29.7,17.81,242.16,12.53,1.02,3324.16,0,Ninguno
2,4.87,1.14,1.16,24.86,18.3,176.45,5.94,1.65,2356.81,0,Ninguno
3,4.86,2.12,0.22,8.71,28.52,266.41,21.54,1.34,321.8,0,Ninguno
1,5.49,1.55,4.0,35.09,38.47,159.22,13.14,1.52,72.56,0,Ninguno
1,5.43,2.04,3.96,24.39,31.11,60.43,38.52,1.59,713.75,0,Ninguno
3,5.53,4.67,2.3,10.07,12.44,166.2,21.52,1.54,2369.02,0,Ninguno
3,4.59,2.28,1.79,34.95,37.96,187.11,5.85,1.65,677.58,0,Ninguno
1,4.71,4.95,1.51,23.71,18.84,112.81,38.31,1.56,1118.57,0,Ninguno
1,4.7,2.16,2.31,35.88,12.7,155.1,19.81,1.3,3472.09,0,Ninguno
4,6.99,1.26,3.9,49.91,27.06,83.35,19.96,1.06,386.46,0,Ninguno
2,5.04,4.34,2.11,17.7,18.1,22.91,27.83,1.59,606.82,0,Ninguno
2,7.95,4.27,0.2,6.48,33.7,248.08,14.82,1.18,1033.73,0,Ninguno
4,8.31,2.99,3.27,19.85,28.85,290.78,9.25,1.22,2193.86,0,Ninguno
1,8.12,0.74,2.19,17.45,36.48,153.05,9.39,1.08,1563.16,0,Ninguno
2,8.33,3.87,1.7,33.07,18.16,48.37,31.57,1.13,2239.29,0,Ninguno
2,6.84,4.74,3.84,38.57,35.61,288.29,6.58,1.25,995.92,0,Ninguno
3,6.76,2.71,0.62,7.64,27.98,45.32,10.8,1.33,415.59,0,Ninguno
2,8.06,3.16,0.2,6.14,14.65,143.84,20.64,1.68,156.39,0,Ninguno
1,6.0,4.79,1.24,10.41,14.65,108.93,18.97,1.59,460.38,0,Ninguno
3,8.25,4.42,1.51,31.58,16.03,195.9,19.72,1.33,3378.84,0,Ninguno
1,8.23,3.64,2.67,38.53,34.19,251.66,31.19,1.68,542.75,0,Ninguno
3,6.49,4.53,1.03,11.67,19.17,286.67,33.51,1.67,2617.46,0,Ninguno
2,4.77,1.06,3.06,45.55,6.69,95.41,13.83,1.65,3634.92,0,Ninguno
1,5.49,1.43,1.01,8.95,23.58,25.7,30.08,1.38,1151.77,0,Ninguno
2,5.17,3.26,2.39,10.62,6.69,164.94,11.56,1.58,3689.7,0,Ninguno
2,5.49,1.44,3.56,33.52,9.63,291.37,27.54,1.63,1604.11,0,Ninguno
2,8.39,4.92,3.73,40.97,33.29,150.82,26.48,1.63,1284.11,0,Ninguno
1,6.4,3.25,1.62,37.52,7.59,236.35,23.16,1.41,3254.52,0,Ninguno
2,4.78,4.5,2.01,34.47,35.38,240.14,12.48,1.17,1325.44,0,Ninguno
4,6.96,2.41,2.73,11.02,8.07,69.72,12.5,1.25,1025.68,0,Ninguno
4,5.81,2.64,3.6,7.32,20.47,208.41,28.22,1.21,2009.02,0,Ninguno
4,7.54,4.02,1.2,13.59,19.91,43.78,32.93,1.64,2211.68,0,Ninguno
4,4.67,4.66,1.67,44.98,30.36,222.27,14.59,1.05,976.7,0,Ninguno
2,6.34,0.7,3.51,8.27,20.38,180.37,26.08,1.39,791.49,0,Ninguno
3,7.87,3.44,1.36,6.31,10.13,163.36,37.29,1.62,1491.6,0,Ninguno
1,6.58,3.55,2.5,32.03,36.34,54.81,18.72,1.16,1111.34,0,Ninguno
4,8.41,0.59,2.75,22.37,10.69,282.28,16.83,1.27,1266.06,0,Ninguno
3,6.54,3.69,0.77,21.17,25.17,30.01,32.61,1.22,3824.85,0,Ninguno
2,8.31,1.75,2.98,20.25,39.45,167.73,14.92,1.44,294.82,0,Ninguno
2,8.29,2.39,2.53,24.34,11.68,203.24,36.79,1.36,2253.53,0,Ninguno
1,6.11,4.8,3.47,30.92,32.48,39.75,37.08,1.4,1028.33,0,Ninguno
2,7.02,3.99,3.55,26.5,25.75,219.12,12.64,1.62,1813.22,0,Ninguno
4,5.82,1.36,1.03,43.57,27.15,48.48,11.15,1.27,871.78,0,Ninguno
4,8.13,4.73,3.44,39.56,19.44,161.79,21.67,1.67,2288.36,0,Ninguno
2,6.76,0.75,2.78,46.5,15.36,260.92,21.76,1.35,2144.27,0,Ninguno
4,5.97,1.16,0.8,15.74,21.53,40.13,22.21,1.06,2888.08,0,Ninguno
2,6.06,0.82,2.24,21.74,24.98,225.35,37.18,1.18,395.96,0,Ninguno
3,6.21,3.02,1.56,21.12,13.63,40.87,13.96,1.02,2351.34,0,Ninguno
3,8.31,4.31,1.02,12.09,23.6,254.78,8.77,1.19,71.3,0,Ninguno
2,6.78,4.15,2.07,9.08,20.97,245.34,38.31,1.28,2144.57,0,Ninguno
4,8.29,0.95,0.37,34.83,28.14,211.0,30.24,1.09,2255.1,0,Ninguno
1,8.02,2.98,1.28,14.17,10.0,183.15,11.77,1.41,3758.0,0,Ninguno
4,5.3,1.41,3.77,41.8,24.94,132.84,26.63,1.09,3122.65,0,Ninguno
2,6.72,4.87,3.03,22.75,6.51,116.76,23.14,1.12,1168.45,0,Ninguno
3,4.98,3.22,0.17,27.49,8.99,201.07,19.84,1.1,3094.1,0,Ninguno
3,5.9,2.88,3.59,33.35,22.79,273.33,31.32,1.69,2765.84,0,Ninguno
1,4.92,2.62,0.97,34.29,39.12,82.65,32.24,1.3,3236.97,0,Ninguno
1,5.34,2.83,1.98,38.43,29.78,45.89,38.88,1.56,931.63,0,Ninguno
1,8.48,3.58,1.77,25.4,31.48,192.51,23.8,1.68,3293.05,0,Ninguno
4,4.9,1.87,1.03,24.62,6.28,154.43,20.73,1.59,227.08,0,Ninguno
3,5.27,1.28,1.8,26.23,30.58,73.7,5.06,1.04,997.98,0,Ninguno
1,6.64,4.68,3.94,11.12,28.48,285.97,37.46,1.55,3854.37,0,Ninguno
4,7.79,3.72,2.97,7.76,12.32,123.77,30.07,1.12,2461.92,0,Ninguno
4,6.9,4.12,3.04,11.09,12.14,21.0,19.64,1.66,1947.16,0,Ninguno
3,6.44,4.99,0.26,24.44,6.95,151.77,12.59,1.19,1766.47,0,Ninguno
4,8.32,1.08,2.65,8.45,35.88,112.04,7.23,1.38,3484.78,0,Ninguno
1,4.5,1.94,3.3,5.84,25.35,275.25,35.24,1.02,435.63,0,Ninguno
2,5.72,2.85,2.58,7.7,22.31,274.76,33.52,1.55,826.52,0,Ninguno
1,4.91,3.1,1.45,35.18,26.39,181.69,25.82,1.53,3780.83,0,Ninguno
3,4.94,4.76,3.93,35.68,26.72,129.56,15.9,1.18,2321.24,0,Ninguno
1,5.01,0.6,0.3,21.73,36.56,163.75,16.08,1.42,3693.2,0,Ninguno
1,5.5,3.9,3.37,26.62,7.15,104.87,32.08,1.61,152.55,0,Ninguno
3,8.18,2.55,2.66,15.52,30.75,221.21,24.08,1.13,2788.1,0,Ninguno
4,5.86,2.64,1.36,25.88,12.81,28.99,21.91,1.26,1388.36,0,Ninguno
3,8.17,1.83,2.16,25.85,26.3,236.66,38.02,1.54,2958.95,0,Ninguno
1,6.53,3.78,3.72,34.8,6.89,61.89,39.43,1.65,3181.7,0,Ninguno
1,7.09,1.83,3.8,6.45,39.57,244.19,22.85,1.39,2707.05,0,Ninguno
4,7.34,3.6,2.02,43.06,23.12,25.31,19.52,1.12,3931.61,0,Ninguno
3,8.43,3.41,3.36,22.66,36.99,122.78,12.08,1.51,3664.89,0,Ninguno
3,6.21,1.11,2.45,36.31,15.64,80.63,35.19,1.33,1376.54,0,Ninguno
2,6.27,1.08,1.55,39.89,35.93,80.76,35.63,1.06,2608.77,0,Ninguno
1,6.03,1.6,2.48,5.99,11.58,248.51,27.38,1.33,2323.96,0,Ninguno
2,5.3,2.37,2.3,5.83,18.83,271.66,17.76,1.21,3813.94,0,Ninguno
4,8.5,4.59,2.13,7.85,31.64,112.48,13.32,1.28,1146.95,0,Ninguno
2,7.4,2.45,1.36,20.28,20.55,28.88,37.95,1.06,248.65,0,Ninguno
1,8.13,4.94,0.39,35.7,30.53,102.7,31.0,1.68,831.29,0,Ninguno
1,7.63,0.59,1.97,32.16,14.85,226.56,19.47,1.21,805.8,0,Ninguno
1,4.95,4.79,2.61,40.46,14.11,90.77,38.83,1.21,2218.97,0,Ninguno
1,8.29,4.89,3.64,14.93,18.33,250.99,9.47,1.57,376.06,0,Ninguno
4,7.28,0.7,3.01,49.17,5.25,224.07,21.68,1.16,308.62,0,Ninguno
4,6.9,0.76,0.19,11.25,39.35,240.01,6.99,1.0,3319.8,0,Ninguno
2,6.06,1.61,3.84,5.44,28.6,290.31,35.09,1.52,3340.87,0,Ninguno
1,5.74,3.25,2.16,27.12,14.02,249.45,6.6,1.28,1531.92,0,Ninguno
2,5.82,0.59,3.71,32.51,10.69,149.6,6.29,1.44,370.34,0,Ninguno
3,6.33,3.16,3.68,49.77,20.22,227.2,13.58,1.12,2538.31,0,Ninguno
2,7.77,3.54,1.41,22.95,34.43,44.8,27.85,1.38,2980.56,0,Ninguno
1,5.95,0.99,2.55,29.86,9.14,254.62,27.73,1.08,3821.69,0,Ninguno
3,5.01,0.61,3.21,7.03,13.82,200.94,27.67,1.64,120.9,0,Ninguno
3,6.6,4.48,0.47,9.74,28.23,272.18,29.41,1.57,1743.05,0,Ninguno
3,5.99,4.41,1.16,37.19,8.44,56.13,28.47,1.37,2042.2,0,Ninguno
1,7.36,0.83,2.9,33.87,39.28,262.0,9.81,1.24,1621.49,0,Ninguno
3,5.13,2.71,3.51,38.79,29.7,175.68,28.24,1.43,3560.57,0,Ninguno
2,5.92,2.49,0.57,19.81,6.52,286.88,12.79,1.39,593.75,0,Ninguno
2,6.36,3.25,1.18,16.05,5.47,210.57,22.92,1.45,3014.2,0,Ninguno
2,6.0,0.63,1.46,11.65,13.86,60.6,39.78,1.6,122.46,0,Ninguno
3,5.3,2.88,0.3,10.2,24.74,200.8,12.57,1.39,2700.47,0,Ninguno
3,4.9,4.27,1.18,45.07,22.42,27.45,9.95,1.11,411.32,0,Ninguno
1,7.07,1.0,0.98,21.56,23.69,228.27,34.83,1.21,3321.75,0,Ninguno
3,8.16,0.56,3.63,23.76,13.07,130.67,36.81,1.64,1906.28,0,Ninguno
1,4.7,4.39,1.05,6.54,37.19,275.26,20.63,1.68,3840.3,0,Ninguno
2,5.85,2.21,2.11,8.01,38.32,297.23,15.92,1.11,2617.54,0,Ninguno
2,6.08,0.94,3.14,38.14,6.18,124.36,19.66,1.57,379.72,0,Ninguno
4,4.91,2.92,0.27,25.18,10.23,176.46,14.23,1.69,1135.75,0,Ninguno
2,8.06,2.98,1.01,26.88,37.74,189.27,30.43,1.11,3402.57,0,Ninguno
3,7.17,3.01,2.6,18.02,5.62,111.7,35.74,1.16,2482.82,0,Ninguno
1,8.32,4.61,3.66,49.35,13.32,48.06,31.26,1.32,3208.88,0,Ninguno
2,6.6,2.79,3.67,44.37,26.06,272.04,31.12,1.04,1227.9,0,Ninguno
3,8.13,3.26,3.32,5.39,28.06,246.66,36.05,1.12,1449.94,0,Ninguno
2,8.04,4.06,1.46,8.15,32.11,218.18,28.95,1.1,660.56,0,Ninguno
2,8.16,4.01,2.51,46.48,9.13,132.3,38.07,1.45,1166.97,0,Ninguno
1,6.63,4.93,3.8,10.06,29.44,45.33,7.66,1.59,3798.33,0,Ninguno
2,4.56,4.78,3.4,49.78,38.17,70.98,38.38,1.62,1577.14,0,Ninguno
3,5.34,4.34,3.87,42.94,31.25,61.98,31.77,1.36,163.98,0,Ninguno
4,5.14,0.59,1.76,34.11,16.27,209.44,9.84,1.15,1592.39,0,Ninguno
1,8.23,1.02,1.3,31.86,5.39,83.16,6.26,1.67,1353.7,0,Ninguno
3,8.15,3.24,0.25,9.25,24.81,188.69,37.13,1.26,3459.4,0,Ninguno
1,6.09,4.42,3.93,6.38,19.02,66.76,31.1,1.66,1596.0,0,Ninguno
1,8.5,3.72,1.43,14.85,33.79,101.72,23.72,1.1,1650.86,0,Ninguno
2,5.07,2.08,2.91,43.25,29.52,118.14,6.53,1.48,3738.67,0,Ninguno
3,7.49,0.76,3.38,37.47,36.61,23.02,36.29,1.34,2042.97,0,Ninguno
4,6.05,2.49,3.53,7.1,9.32,206.36,29.42,1.25,2543.6,0,Ninguno
3,6.77,2.31,3.69,21.46,16.9,112.39,18.13,1.11,2337.64,0,Ninguno
1,7.06,1.26,1.45,40.44,16.26,81.53,5.21,1.54,3006.86,0,Ninguno
4,8.27,4.75,1.74,44.2,30.51,148.13,10.92,1.57,2996.05,0,Ninguno
4,4.91,1.13,1.31,18.8,35.13,274.44,30.67,1.41,3817.56,0,Ninguno
2,8.14,4.06,3.33,28.15,16.42,76.78,18.55,1.27,2897.0,0,Ninguno
3,6.18,2.52,3.56,22.28,32.93,139.02,35.58,1.06,1422.96,0,Ninguno
4,6.19,1.05,3.46,8.93,12.97,272.2,13.8,1.29,486.29,0,Ninguno
2,6.89,0.6,3.14,32.3,16.4,148.85,39.75,1.35,3612.77,0,Ninguno
4,7.9,4.59,2.5,8.5,23.75,107.04,20.61,1.39,1959.09,0,Ninguno
2,4.74,1.65,1.55,15.88,6.04,188.48,28.79,1.19,3564.14,0,Ninguno
3,6.41,2.7,1.74,11.21,14.29,139.23,39.07,1.59,3780.75,0,Ninguno
2,5.03,1.03,1.6,37.75,17.28,260.11,8.08,1.53,1521.48,0,Ninguno
2,5.62,0.75,0.33,45.45,5.95,194.25,13.86,1.42,3885.58,0,Ninguno
3,4.69,1.24,1.45,48.12,30.18,52.79,23.25,1.22,2525.92,0,Ninguno
4,5.12,1.69,2.2,13.56,34.91,240.1,5.95,1.3,2864.48,0,Ninguno
1,4.5,2.74,3.5,37.2,13.5,134.7,10.88,1.39,1082.27,0,Ninguno
1,8.0,1.17,2.84,22.82,14.08,37.6,38.71,1.31,2097.05,0,Ninguno
4,4.79,4.42,3.76,25.49,8.17,280.24,17.05,1.69,346.72,0,Ninguno
4,8.38,1.88,3.98,32.57,30.09,197.02,37.0,1.52,1057.59,0,Ninguno
1,5.43,3.32,2.23,26.7,30.75,25.94,18.55,1.52,2322.92,0,Ninguno
2,8.3,1.1,2.15,14.81,20.11,117.55,25.48,1.07,3993.08,0,Ninguno
1,6.81,1.59,2.26,17.86,29.7,273.62,6.95,1.58,2332.4,0,Ninguno
3,7.45,3.73,3.29,29.01,5.85,166.03,26.6,1.1,1556.68,0,Ninguno
2,5.76,3.54,1.45,49.94,7.85,57.7,16.53,1.42,271.13,0,Ninguno
2,5.08,1.99,1.21,8.19,28.81,75.87,28.51,1.03,781.48,0,Ninguno
4,7.05,2.97,1.56,25.09,6.01,271.27,32.18,1.19,3929.48,0,Ninguno
1,6.37,3.15,2.27,43.55,36.56,45.64,6.06,1.58,2331.36,0,Ninguno
4,4.86,4.79,3.88,47.47,10.51,259.48,8.64,1.07,2777.67,0,Ninguno
1,6.68,2.22,3.82,42.6,32.24,162.95,17.5,1.36,2890.4,0,Ninguno
3,7.01,2.89,2.78,11.27,32.39,135.93,26.21,1.01,1170.52,0,Ninguno
4,8.49,1.59,3.54,42.85,32.91,31.75,39.0,1.39,2921.69,0,Ninguno
3,5.67,4.72,2.36,5.79,11.99,162.04,5.3,1.21,3963.13,0,Ninguno
4,8.27,3.73,2.2,11.55,27.22,270.27,37.06,1.56,2661.69,0,Ninguno
4,4.99,3.52,3.23,27.55,25.72,267.77,32.02,1.59,2849.45,0,Ninguno
2,6.97,3.05,1.1,45.97,9.32,227.03,6.76,1.6,2841.6,0,Ninguno
2,4.62,4.88,0.32,23.25,32.16,276.98,21.53,1.33,1233.2,0,Ninguno
1,4.86,4.5,1.5,34.02,27.46,137.04,31.96,1.02,125.21,0,Ninguno
2,7.95,4.97,3.72,49.53,30.0,82.95,37.63,1.27,75.92,0,Ninguno
4,8.08,1.19,1.08,24.19,17.57,43.72,18.85,1.48,3290.92,0,Ninguno
1,8.39,1.09,2.34,22.77,17.37,49.81,27.88,1.65,557.78,0,Ninguno
4,6.8,0.64,2.87,41.21,9.21,262.46,5.24,1.42,800.11,0,Ninguno
1,8.38,1.71,2.6,44.67,12.08,219.4,7.57,1.04,1983.41,0,Ninguno
4,5.23,1.1,1.31,20.61,34.82,192.68,14.19,1.37,1241.3,0,Ninguno
1,8.45,4.32,3.28,19.31,37.72,176.92,35.47,1.56,2905.46,0,Ninguno
4,7.09,2.09,0.86,31.83,16.39,36.52,23.4,1.15,3930.2,0,Ninguno
4,6.15,1.26,1.31,6.94,34.47,58.32,14.72,1.44,3141.77,0,Ninguno
4,6.89,3.73,2.13,11.38,21.56,234.16,32.18,1.16,2009.17,0,Ninguno
1,5.08,2.62,3.74,44.49,23.72,47.74,7.77,1.02,3393.9,0,Ninguno
3,7.77,3.67,3.14,30.3,34.5,54.63,37.6,1.17,2407.41,0,Ninguno
4,4.81,2.88,3.54,36.08,20.28,142.43,8.38,1.29,2888.7,0,Ninguno
1,6.27,4.86,0.4,9.03,10.33,81.73,12.85,1.66,3561.67,0,Ninguno
1,5.54,3.44,3.83,37.57,16.37,47.51,37.31,1.61,332.76,0,Ninguno
3,6.34,1.39,2.92,34.2,7.7,94.02,18.73,1.31,692.67,0,Ninguno
4,5.47,2.42,1.88,45.29,36.33,31.03,29.03,1.1,1684.38,0,Ninguno
1,5.07,1.03,0.39,40.21,22.76,225.25,11.91,1.61,2093.8,0,Ninguno
3,6.28,1.09,1.0,46.42,27.81,81.26,5.08,1.35,3364.82,0,Ninguno
4,4.82,4.48,2.88,10.86,30.5,288.16,11.73,1.01,1605.56,0,Ninguno
4,4.53,4.68,2.75,13.24,36.62,42.36,7.13,1.05,408.93,0,Ninguno
4,8.35,4.71,2.92,7.84,31.17,106.93,28.32,1.57,502.34,0,Ninguno
2,8.29,1.68,1.95,7.03,37.44,77.58,8.03,1.36,209.98,0,Ninguno
1,6.16,4.6,1.89,5.61,30.5,183.71,19.56,1.64,528.76,0,Ninguno
2,8.36,4.19,0.88,32.71,17.82,160.57,16.05,1.53,1711.4,0,Ninguno
3,6.37,1.74,2.62,26.96,5.77,254.88,11.72,1.35,154.43,0,Ninguno
4,7.39,2.65,1.29,21.35,6.95,25.05,39.2,1.16,2734.53,0,Ninguno
3,6.21,0.64,1.42,11.17,18.51,77.91,36.99,1.47,3770.33,0,Ninguno
3,4.53,2.27,0.41,13.7,25.78,216.57,12.52,1.69,766.71,0,Ninguno
3,8.33,4.15,0.77,26.58,12.74,65.63,31.52,1.33,341.0,0,Ninguno
2,5.63,1.39,3.84,12.49,10.91,249.68,21.3,1.06,1717.81,0,Ninguno
1,4.56,1.16,2.15,32.47,19.08,80.09,29.18,1.59,1842.65,0,Ninguno
1,6.19,2.25,3.5,22.92,15.41,294.74,37.43,1.29,2850.63,0,Ninguno
1,5.14,1.84,3.38,8.71,32.25,296.06,5.43,1.07,3989.43,0,Ninguno
3,4.65,4.25,0.83,23.19,23.21,228.1,21.93,1.55,1543.7,0,Ninguno
4,8.41,0.73,0.65,20.66,8.27,38.21,12.55,1.02,3920.82,0,Ninguno
1,6.28,0.75,3.49,7.43,22.31,206.58,14.38,1.57,3748.01,0,Ninguno
2,5.36,2.07,0.82,9.71,8.43,270.7,39.44,1.61,2731.23,0,Ninguno
1,8.26,1.37,0.55,39.4,23.66,112.0,24.53,1.05,3826.12,0,Ninguno
2,8.48,1.53,2.95,44.65,21.49,285.79,29.24,1.21,1417.24,0,Ninguno
4,7.32,0.96,0.11,24.47,23.62,99.6,12.3,1.07,3293.21,0,Ninguno
1,6.93,4.05,1.9,22.56,24.95,86.11,23.38,1.01,3304.7,1,Cebolla
3,6.75,3.42,1.02,13.56,27.22,114.31,9.57,1.61,1855.0,1,Maiz
1,6.36,1.97,0.71,18.35,23.74,125.32,22.03,1.28,1769.63,1,Mani
2,7.68,2.48,1.67,29.44,13.39,252.05,14.26,1.43,817.2,1,Frijoles
1,6.52,1.82,0.69,29.06,10.4,299.97,31.97,1.58,385.51,1,Algodon
2,5.84,4.7,1.73,42.12,31.58,249.86,8.12,1.33,965.65,1,Mani
4,6.98,2.81,0.33,25.4,27.45,291.86,9.81,1.25,715.19,1,Arroz
2,6.99,3.91,1.71,19.75,30.85,72.86,8.26,1.14,1416.99,1,Maiz
1,5.78,2.59,1.35,16.35,26.82,92.0,7.59,1.25,318.51,1,Melon
2,5.55,4.96,1.4,45.99,22.87,271.49,38.07,1.06,3654.65,1,Papa
1,6.16,3.6,0.22,27.54,30.27,223.7,19.17,1.33,262.41,1,Algodon
3,7.33,4.36,0.33,17.66,11.08,174.52,15.59,1.04,3173.73,1,Cebada
4,7.68,4.75,2.24,25.84,38.81,200.1,9.11,1.58,201.4,1,Mani
3,7.46,2.05,1.01,12.76,28.28,258.38,39.84,1.13,2230.33,1,Remolacha
3,5.87,4.65,0.91,31.92,17.51,181.15,24.54,1.51,2007.6,1,Cebada
1,7.32,1.68,1.78,45.33,26.27,280.76,36.23,1.52,3906.37,1,Cebada
1,6.83,4.25,1.5,42.69,9.8,131.09,17.61,1.02,3699.78,1,Papa
2,6.11,2.33,2.01,13.97,37.55,66.57,13.69,1.16,1338.66,1,Brocoli
1,7.67,2.89,1.22,23.68,10.0,116.27,10.93,1.49,2752.88,1,Cilantro
3,5.88,1.9,0.34,49.99,33.94,204.2,9.98,1.07,453.32,1,Algodon
4,6.59,4.31,1.24,40.01,39.28,131.2,25.31,1.49,760.29,1,Lechuga
3,6.14,2.6,1.8,15.57,24.85,140.25,12.89,1.21,794.43,1,Cana de Azucar
2,6.1,4.06,2.18,39.68,16.67,89.73,8.4,1.58,2032.81,1,Papa
3,7.58,2.75,1.54,19.99,10.47,177.99,7.93,1.33,374.94,1,Melon
4,7.48,4.42,0.81,30.42,8.4,196.96,20.96,1.65,967.94,1,Zanahoria
2,6.77,3.13,0.41,46.97,21.51,218.63,9.12,1.62,1390.02,1,Mani
2,5.85,2.27,1.2,29.7,24.88,104.6,13.22,1.09,3027.81,1,Zanahoria
2,6.19,3.45,1.59,38.84,9.42,101.93,31.44,1.16,338.69,1,Algodon
2,5.68,2.17,1.97,36.7,38.51,126.51,23.43,1.65,174.85,1,Soja
2,7.36,4.86,1.38,19.37,31.18,243.29,9.4,1.19,2938.53,1,Brocoli
1,5.72,3.43,2.37,18.88,12.11,137.53,28.84,1.34,3873.76,1,Cebada
3,7.64,3.81,2.5,29.34,38.68,163.98,37.45,1.23,104.5,1,Maiz
3,6.53,4.98,2.42,15.7,36.8,249.94,30.8,1.06,1973.1,1,Zanahoria
3,6.87,1.79,0.89,34.25,14.13,65.9,35.39,1.2,3887.64,1,Cebada
4,5.67,4.24,0.18,32.58,20.21,254.27,9.84,1.08,3928.47,1,Cebada
3,7.5,4.91,2.46,20.91,26.79,223.38,28.35,1.6,1331.9,1,Espinaca
3,6.54,2.01,0.17,39.7,34.09,244.13,30.59,1.07,1467.08,1,Cebolla
4,6.71,1.56,1.01,13.18,31.64,285.52,31.74,1.65,1241.57,1,Tomate
1,6.43,2.87,0.59,15.32,32.58,181.64,25.08,1.33,2516.68,1,Espinaca
4,7.4,3.67,1.96,21.24,15.77,140.93,37.14,1.45,2278.15,1,Cebada
2,7.37,3.35,1.56,17.59,32.05,179.57,33.57,1.47,2802.76,1,Cebolla
2,7.73,3.09,2.34,22.19,22.93,278.44,31.12,1.26,1673.81,1,Cilantro
1,5.71,4.68,0.97,20.11,34.32,156.14,30.56,1.59,603.48,1,Cana de Azucar
4,7.13,2.29,0.18,14.42,25.71,162.77,24.07,1.62,90.32,1,Girasol
1,6.84,2.31,1.59,26.69,34.3,280.74,29.65,1.33,1309.69,1,Girasol
1,5.63,2.26,1.56,24.47,28.01,207.87,7.99,1.46,2461.11,1,Remolacha
2,5.79,4.79,1.37,43.25,9.35,234.79,38.34,1.54,358.91,1,Batata
1,6.95,2.75,1.83,29.46,33.87,132.93,23.42,1.6,1903.5,1,Cilantro
3,7.07,4.47,1.28,18.05,17.44,299.93,24.9,1.13,2717.76,1,Cebolla
1,7.61,4.87,0.99,22.36,30.36,276.27,12.15,1.55,509.66,1,Mani
3,6.19,2.29,1.15,45.04,29.58,141.61,39.09,1.03,2488.38,1,Papa
3,7.16,2.59,2.25,14.86,14.27,256.13,10.27,1.36,2567.0,1,Brocoli
4,7.03,4.6,2.03,32.22,32.46,259.96,7.47,1.14,3161.96,1,Cebada
4,6.23,3.15,0.34,19.38,30.24,136.96,37.53,1.09,1290.09,1,Cebada
4,6.84,1.75,0.54,36.27,13.16,134.56,20.62,1.34,81.77,1,Maiz
3,6.39,2.9,0.63,22.55,19.85,190.31,39.89,1.61,1316.78,1,Trigo
1,6.04,4.52,1.05,42.21,14.24,117.34,17.94,1.0,577.1,1,Brocoli
2,7.56,1.65,2.07,39.58,39.31,137.46,28.56,1.62,395.19,1,Arroz
2,7.75,3.53,1.82,39.38,11.88,251.9,31.05,1.54,357.3,1,Melon
2,7.19,4.71,1.02,26.26,8.77,169.4,18.4,1.22,3406.63,1,Papa
1,7.38,2.84,1.26,19.82,22.54,256.06,15.44,1.14,3517.89,1,Papa
