tipo_suelo,pH,materia_organica,conductividad,nitrogeno,fosforo,potasio,humedad,densidad,altitud,fertilidad,cultivo
4,5.85,4.89,0.86,52.31,33.47,295.7,9.7,1.19,1246.47,1,Cafe
2,5.84,2.33,0.27,17.04,21.83,290.57,9.97,1.26,1650.88,1,Cafe
1,6.22,3.99,0.36,22.6,12.12,77.11,30.22,1.56,1905.31,1,Cafe
3,5.96,4.71,1.44,16.38,18.09,96.89,12.72,1.09,425.6,1,Maiz
4,7.11,3.78,0.92,15.66,17.01,64.59,8.25,1.27,3959.47,1,Cebada
1,6.45,4.84,1.39,44.77,37.68,269.57,17.46,1.16,3760.97,1,Cebada
4,5.85,2.62,1.25,29.81,14.25,211.41,22.86,1.45,2302.44,1,Cebolla
1,6.45,4.27,0.69,42.56,9.98,155.27,12.02,1.16,1166.68,1,Cafe
2,6.83,2.31,0.24,14.17,26.47,70.2,32.55,1.17,3263.05,1,Papa
3,6.64,1.67,1.16,24.93,14.3,185.95,12.88,1.28,1097.37,1,Cafe
1,6.04,2.34,0.45,15.49,33.37,233.23,7.82,1.59,540.74,1,Cebolla
2,7.31,3.5,0.32,23.75,22.45,251.46,20.05,1.28,208.26,1,Maiz
1,5.67,3.84,1.51,48.64,8.07,143.44,29.25,1.34,2396.8,1,Cebolla
1,6.98,3.24,1.66,17.96,19.52,280.38,19.11,1.09,2807.36,1,Cebolla
2,5.74,2.97,1.6,35.08,27.78,65.66,23.68,1.59,3422.05,1,Papa
1,7.24,3.88,1.14,32.16,19.01,85.69,22.36,1.39,3052.72,1,Papa
2,6.85,2.07,1.63,21.67,13.76,232.59,10.37,1.52,874.78,1,Cafe
1,7.16,3.95,2.36,45.18,19.37,261.45,26.46,1.52,601.78,1,Cebolla
2,5.42,4.45,1.02,26.03,21.37,231.48,39.42,0.97,982.05,1,Cafe
4,7.53,2.84,0.15,43.14,25.2,177.56,31.56,1.5,164.54,1,Maiz
1,7.02,1.9,2.27,32.79,25.34,118.27,15.68,1.44,2332.06,1,Cebolla
2,6.68,1.59,1.59,46.96,11.7,134.42,9.7,1.56,1794.27,1,Cafe
4,6.1,4.19,0.32,30.21,28.45,280.23,16.03,1.36,3898.2,1,Cebada
3,7.21,4.44,0.32,36.51,29.69,135.0,9.13,1.59,1991.08,1,Cafe
1,5.67,4.57,2.32,23.09,29.84,82.32,19.92,1.69,2981.03,1,Cebolla
3,6.16,3.1,1.29,28.22,35.34,162.4,17.27,1.26,77.08,1,Maiz
3,7.14,3.17,1.32,42.88,11.11,201.73,19.26,1.15,701.55,1,Cebolla
4,6.41,3.24,1.84,26.44,19.54,201.74,13.14,1.65,1585.26,1,Cafe
1,7.73,4.02,2.32,19.06,18.83,281.69,36.82,1.48,1696.84,1,Cafe
1,6.74,4.26,0.73,26.67,23.41,176.49,16.29,1.23,1837.62,1,Cafe
3,5.95,4.32,0.24,33.95,10.96,121.89,30.9,1.59,2050.1,1,Cebolla
4,6.33,3.43,0.32,15.08,26.48,126.25,21.73,0.98,3036.11,1,Papa
2,6.5,4.42,1.47,37.28,31.72,93.7,18.75,1.46,1798.29,1,Cafe
1,5.69,2.61,1.67,40.43,34.77,201.8,10.89,1.4,3738.89,1,Papa
2,6.14,2.56,0.75,41.31,14.99,263.41,34.19,1.08,3473.9,1,Papa
3,7.69,1.93,0.15,43.62,13.39,215.86,25.9,1.63,2254.57,1,Cebolla
1,6.2,3.47,0.33,28.85,12.47,160.15,21.15,1.55,853.45,1,Cafe
1,6.68,3.37,0.49,34.27,21.92,222.97,31.95,1.05,1092.6,1,Cafe
4,7.59,3.17,1.11,49.05,14.38,253.33,11.78,1.16,82.26,1,Maiz
4,7.12,3.26,0.49,22.76,10.61,125.49,20.98,1.63,3854.58,1,Cebada
3,7.32,2.4,1.95,31.45,14.57,166.55,19.02,1.53,1650.26,1,Cafe
3,6.5,2.08,1.77,30.33,18.39,265.45,29.59,1.57,1774.94,1,Cafe
2,7.07,1.76,0.42,32.58,26.13,124.81,35.66,1.54,2249.07,1,Cebolla
4,5.7,1.68,1.47,24.25,33.41,112.65,10.14,1.25,461.1,1,Maiz
2,6.85,3.09,0.39,41.93,16.42,125.88,21.25,1.47,1034.55,1,Cafe
1,6.54,4.04,1.27,13.94,22.51,226.98,38.93,1.61,1304.37,1,Cafe
4,6.84,4.28,0.29,41.62,24.21,208.16,7.32,1.49,3902.38,1,Cebada
4,6.05,4.54,2.22,36.58,12.09,211.28,29.65,1.64,2774.34,1,Cebolla
1,6.21,2.33,0.62,28.75,31.42,287.67,13.61,1.22,1077.8,1,Cafe
2,7.11,3.1,2.29,40.47,9.09,264.95,15.52,1.43,485.68,1,Maiz
2,6.5,2.66,2.45,43.97,38.34,243.32,39.94,1.4,784.09,1,Cebolla
4,5.7,2.3,2.26,40.36,30.48,63.81,16.88,1.13,827.48,1,Cafe
3,7.56,2.09,0.95,18.98,16.28,137.04,36.58,1.54,1838.91,1,Cafe
4,7.78,4.42,1.4,23.15,12.05,74.08,23.06,1.55,3172.8,1,Papa
4,5.53,2.84,1.5,33.11,13.7,215.28,13.63,1.43,1427.37,1,Cafe
3,5.86,3.71,0.61,36.33,32.17,304.9,20.06,1.34,1817.45,1,Cafe
3,6.88,3.39,1.68,21.38,36.02,109.08,25.67,1.15,3354.94,1,Papa
4,5.56,2.67,2.36,13.55,22.9,259.37,23.97,1.02,106.34,1,Maiz
4,6.36,2.06,0.89,33.52,36.99,99.88,38.97,1.08,3777.54,1,Papa
1,6.92,2.46,1.91,13.66,19.68,63.34,14.11,1.21,2959.71,1,Cebolla
2,6.98,2.49,0.15,37.34,31.56,65.46,20.41,1.57,3455.68,1,Papa
2,5.62,4.15,0.76,50.21,23.79,145.9,30.63,1.59,2414.69,1,Cebolla
1,6.4,4.24,2.2,21.3,34.47,140.71,20.97,1.6,2003.37,1,Cebolla
1,7.09,2.68,1.7,49.67,24.11,192.63,17.36,1.19,2484.52,1,Cebolla
4,7.35,3.34,1.2,25.7,34.78,200.86,37.82,1.51,3672.51,1,Cebada
4,8.06,4.5,0.6,20.43,22.36,70.09,9.37,1.67,3285.64,1,Papa
2,6.28,1.77,0.79,33.87,28.88,195.18,26.65,1.11,2206.57,1,Cebolla
3,5.33,3.9,1.09,26.58,25.39,212.16,19.96,1.01,2635.35,1,Cebolla
3,5.92,5.03,0.36,20.07,31.05,302.1,26.77,1.38,404.77,1,Maiz
1,7.33,3.23,2.37,27.47,10.4,77.63,26.76,1.01,1437.87,1,Cafe
4,6.42,3.62,0.45,21.51,11.22,204.44,13.8,1.16,785.17,1,Cebolla
2,6.9,4.27,2.14,31.57,29.25,184.03,10.33,1.22,1569.91,1,Cafe
3,7.3,2.14,0.58,43.59,33.37,205.29,34.16,1.35,1750.78,1,Cafe
2,7.18,2.77,2.2,38.44,27.34,194.78,16.98,1.47,1272.89,1,Cafe
2,5.61,1.74,2.44,30.78,36.22,258.83,30.06,1.31,1273.64,1,Cafe
3,7.11,4.28,2.48,22.5,30.47,213.81,12.39,1.51,3331.6,1,Papa
4,6.52,5.15,0.54,13.54,28.91,79.18,31.1,1.21,3162.05,1,Papa
2,5.79,2.34,0.74,18.46,25.31,204.17,8.88,1.6,1663.9,1,Cafe
3,7.31,1.46,0.72,48.53,17.73,147.04,20.43,1.37,525.01,1,Cebolla
3,7.79,1.98,2.5,22.24,33.05,284.47,23.52,1.14,3326.08,1,Papa
2,6.08,4.76,1.78,37.49,28.72,107.92,29.96,1.55,2505.79,1,Cebolla
1,6.65,4.58,1.14,19.29,14.5,262.48,18.92,1.09,356.02,1,Maiz
4,6.32,4.46,0.8,23.6,18.81,292.75,7.95,1.69,1942.46,1,Cafe
4,6.61,2.75,0.48,38.89,34.6,285.59,26.46,1.3,3191.34,1,Papa
1,5.83,2.8,1.18,23.79,37.22,189.15,34.68,1.2,116.69,1,Maiz
2,5.91,4.07,2.05,30.24,13.8,229.44,38.0,1.3,3902.96,1,Cebada
3,6.84,3.2,0.21,21.31,18.87,233.8,35.98,1.19,1103.27,1,Cafe
1,5.81,3.5,0.64,47.57,30.02,222.05,17.48,1.56,3593.19,1,Papa
4,6.68,1.81,2.17,36.0,35.27,305.54,18.8,1.28,3009.06,1,Papa
3,6.39,3.85,1.93,41.84,23.66,299.23,24.34,1.3,2170.38,1,Cebolla
3,7.58,4.93,1.14,18.42,12.8,164.08,16.23,1.57,2889.83,1,Cebolla
3,6.32,2.93,1.25,43.01,26.04,82.28,12.73,1.57,2913.99,1,Cebolla
1,5.93,2.49,2.22,26.09,40.28,101.91,23.88,1.13,3711.91,1,Papa
3,6.71,3.54,1.08,28.56,24.38,158.85,28.98,1.45,1131.17,1,Cafe
2,5.79,3.14,0.99,36.51,39.23,163.8,13.04,1.62,59.48,1,Maiz
3,7.52,3.69,0.64,33.73,17.21,217.56,10.25,1.36,1813.29,1,Cafe
2,5.7,2.67,2.03,22.2,33.47,109.09,38.97,1.52,2880.54,1,Cebolla
4,7.34,1.79,0.24,37.65,25.8,147.95,15.02,1.09,832.4,1,Cafe
2,7.01,4.64,0.74,26.06,31.97,214.91,18.47,1.14,27.55,1,Maiz
4,6.5,3.62,0.99,30.87,27.98,138.54,10.53,1.37,2042.25,1,Cebolla
2,7.26,2.29,1.46,46.72,20.27,184.06,10.69,1.07,2814.51,1,Cebolla
3,6.87,3.85,1.42,24.97,26.98,181.46,16.78,1.35,859.31,1,Cafe
1,6.27,2.72,0.82,27.06,22.4,201.28,35.27,1.46,3168.83,1,Papa
3,6.28,3.56,2.16,32.64,31.5,179.12,7.31,1.3,993.61,1,Cafe
1,6.97,4.46,2.55,40.62,30.07,280.16,7.47,1.25,2035.38,1,Cebolla
3,6.31,1.66,0.46,28.3,39.56,111.34,18.37,1.5,2892.66,1,Cebolla
4,7.2,2.69,1.58,34.18,16.05,138.68,11.82,1.54,690.06,1,Cebolla
2,6.12,2.27,0.36,30.97,28.97,157.53,36.48,1.15,1973.27,1,Cafe
1,6.85,2.38,0.63,13.62,13.6,279.42,17.79,1.48,1321.21,1,Cafe
3,7.69,4.74,1.29,15.15,8.21,290.44,29.59,1.07,1153.81,1,Cafe
3,6.67,2.76,0.24,43.74,37.35,246.24,10.95,1.46,3656.95,1,Cebada
4,6.37,2.92,1.7,41.14,24.79,184.2,32.6,1.24,2185.34,1,Cebolla
1,6.01,2.47,1.44,44.18,33.92,141.0,11.46,1.65,2450.23,1,Cebolla
3,6.94,2.12,2.01,20.83,11.07,240.19,28.0,1.24,152.98,1,Maiz
4,7.67,2.01,0.69,23.17,9.28,157.95,24.16,1.36,985.2,1,Cafe
4,5.73,4.44,0.3,40.69,37.39,304.99,26.51,0.96,3068.43,1,Papa
2,6.68,3.97,1.81,30.13,20.03,213.49,36.13,1.25,2298.0,1,Cebolla
4,6.89,4.78,2.43,45.69,26.03,285.7,8.04,1.71,3125.57,1,Papa
2,6.37,3.01,1.83,35.11,36.57,295.55,33.01,1.63,1150.13,1,Cafe
3,8.03,1.55,1.51,17.64,33.23,245.1,33.71,1.17,246.06,1,Maiz
1,6.19,4.27,0.2,34.92,11.12,210.07,22.12,1.2,2861.98,1,Cebolla
1,7.42,3.0,1.29,46.24,14.33,234.14,12.22,1.49,2769.43,1,Cebolla
1,7.1,3.19,2.29,22.84,23.38,119.19,16.66,1.17,694.6,1,Cebolla
4,6.33,2.19,0.64,28.78,17.41,206.21,35.92,1.28,45.8,1,Maiz
3,5.84,2.43,1.42,46.14,8.29,289.61,18.8,1.63,1438.65,1,Cafe
1,7.15,1.64,1.37,16.54,31.2,175.27,14.57,1.38,1398.23,1,Cafe
2,6.19,3.83,1.24,40.97,19.36,274.15,21.13,1.19,497.5,1,Maiz
3,7.66,2.37,0.5,44.97,29.41,63.25,18.3,1.1,3873.49,1,Cebada
2,5.48,4.3,1.16,48.12,25.84,157.59,29.5,1.41,2942.04,1,Cebolla
1,6.2,2.99,0.26,44.32,27.68,124.38,23.67,1.5,1873.76,1,Cafe
1,6.8,3.25,0.16,13.92,31.29,101.84,40.36,1.29,867.08,1,Cafe
2,7.14,2.35,0.36,14.68,28.55,222.88,26.4,1.27,205.88,1,Maiz
3,5.38,3.77,0.95,17.29,12.53,274.59,20.18,1.43,1899.4,1,Cafe
2,6.64,4.42,0.51,50.11,30.38,129.69,36.03,1.07,919.39,1,Cafe
3,5.55,2.99,0.53,32.47,27.08,213.88,35.83,1.44,2727.96,1,Cebolla
2,6.23,3.81,1.26,33.49,34.73,193.8,35.49,1.34,2256.3,1,Cebolla
1,6.49,2.48,1.08,18.05,28.39,142.96,21.11,1.46,3183.62,1,Papa
2,7.93,3.5,0.76,36.55,17.37,143.55,7.81,1.05,2247.82,1,Cebolla
1,7.04,4.75,1.46,20.93,14.64,295.89,30.01,1.12,3065.2,1,Papa
3,6.66,1.59,1.82,47.64,22.98,274.79,9.77,1.51,3152.89,1,Papa
3,7.53,4.79,1.08,43.8,32.37,235.1,18.25,1.1,1735.13,1,Cafe
2,5.7,4.12,1.99,51.42,23.0,299.02,16.2,1.3,1870.98,1,Cafe
2,5.95,2.06,2.16,32.81,13.17,64.51,16.74,1.59,2181.4,1,Cebolla
1,7.42,3.2,1.7,47.74,35.87,64.89,17.46,1.24,931.38,1,Cafe
3,7.25,3.57,2.19,20.13,37.52,174.63,16.41,1.2,625.1,1,Cebolla
4,6.56,3.04,0.4,18.78,28.47,270.66,39.42,1.17,2403.11,1,Cebolla
4,6.78,3.33,0.66,20.98,29.05,179.98,34.17,1.01,3259.34,1,Papa
3,5.58,1.67,0.61,30.78,17.69,293.91,8.51,1.55,3738.92,1,Cebada
2,6.12,4.79,2.22,12.8,36.36,188.53,22.76,1.27,1882.55,1,Cafe
3,6.97,4.3,2.16,18.08,29.39,223.52,22.36,1.19,3178.7,1,Papa
3,6.08,2.27,2.01,16.53,17.66,217.05,18.92,1.5,1802.23,1,Cafe
4,6.5,3.38,2.3,37.83,30.45,78.89,30.61,1.01,123.27,1,Maiz
3,6.87,4.05,1.23,34.02,11.44,62.6,24.22,1.52,2411.39,1,Cebolla
2,6.95,3.71,2.0,43.63,24.21,257.54,34.87,1.35,892.88,1,Cafe
1,5.72,1.91,0.26,14.29,22.22,84.12,39.55,1.23,1345.36,1,Cafe
3,6.96,1.72,2.24,46.86,37.18,187.24,23.56,1.43,3643.18,1,Papa
2,7.31,4.75,1.32,22.78,28.89,130.88,33.11,1.36,3351.39,1,Papa
1,5.37,1.7,0.73,51.17,22.81,129.88,37.92,1.35,280.09,1,Maiz
2,5.59,4.08,0.4,43.57,28.47,61.44,21.29,1.16,3925.04,1,Cebada
3,8.04,3.85,0.55,38.44,15.72,277.58,20.25,1.16,1110.93,1,Cafe
3,6.52,4.1,0.53,23.59,12.03,209.86,38.49,1.27,1569.59,1,Cafe
3,6.92,3.41,1.51,28.79,35.6,265.7,25.28,1.53,2254.22,1,Cebolla
3,6.43,3.49,2.01,45.32,20.73,133.36,25.88,1.42,708.92,1,Cebolla
3,7.67,2.54,1.61,47.02,17.12,108.61,23.73,1.35,1318.5,1,Cafe
2,6.3,2.69,2.16,22.61,23.87,275.24,30.66,1.61,748.82,1,Cebolla
2,6.09,2.79,2.15,16.86,31.29,292.17,7.6,1.42,2096.73,1,Cebolla
2,7.16,2.06,0.87,21.38,29.42,116.37,19.54,1.47,679.56,1,Cebolla
2,6.55,3.9,1.32,38.7,34.09,189.94,17.12,1.25,1196.13,1,Cafe
2,7.74,4.78,0.19,48.25,8.87,140.93,12.26,1.46,3005.18,1,Papa
4,6.61,4.62,0.16,32.99,8.0,253.97,29.78,1.57,84.75,1,Maiz
2,7.25,4.32,1.72,14.08,12.47,216.13,21.89,1.06,431.48,1,Maiz
4,6.25,3.67,2.32,20.4,25.75,181.02,19.54,1.61,855.06,1,Cafe
1,6.34,4.56,1.1,38.88,33.14,89.19,30.43,1.47,2408.78,1,Cebolla
1,6.48,4.22,1.85,42.12,17.68,219.94,7.39,1.26,1381.82,1,Cafe
3,6.32,1.82,0.41,40.38,10.6,145.38,24.33,1.39,192.31,1,Maiz
4,6.62,2.66,0.12,21.18,30.57,136.89,30.92,1.39,2746.33,1,Cebolla
1,7.1,2.31,1.75,47.28,8.34,211.16,10.04,1.34,2476.34,1,Cebolla
3,7.81,3.61,2.08,32.19,23.48,283.81,17.16,1.02,182.3,1,Maiz
4,6.24,2.73,1.21,14.48,19.82,231.43,11.08,1.56,1994.82,1,Cafe
1,5.91,4.45,0.15,23.15,8.29,284.33,36.21,1.55,1363.99,1,Cafe
3,5.32,2.88,0.84,49.85,31.85,170.0,17.27,1.35,2295.3,1,Cebolla
3,7.44,2.87,2.12,39.75,19.79,283.97,17.08,1.3,2082.16,1,Cebolla
4,5.69,3.92,0.26,42.67,38.4,146.21,38.04,1.44,3772.0,1,Papa
2,6.1,4.21,2.1,34.06,33.4,78.75,37.31,1.35,2804.17,1,Cebolla
2,6.39,1.74,0.23,19.87,32.8,137.38,26.77,1.05,2014.87,1,Cebolla
1,6.26,2.32,1.89,43.23,38.81,235.33,28.31,1.1,1428.63,1,Cafe
4,7.19,4.11,1.21,26.26,17.0,103.64,23.84,1.52,2645.67,1,Cebolla
4,5.68,3.49,1.59,41.24,14.58,225.39,33.91,1.59,3400.48,1,Papa
3,6.37,3.65,1.34,44.6,18.16,250.75,32.64,1.12,564.33,1,Cebolla
4,7.3,3.95,1.84,34.71,19.36,190.67,8.58,1.44,2040.6,1,Cebolla
1,5.98,3.62,0.96,17.65,28.88,137.11,30.78,1.35,3435.05,1,Papa
4,7.56,2.34,2.02,24.09,26.09,273.06,36.46,1.26,2660.0,1,Cebolla
1,6.3,4.95,2.24,18.56,23.21,97.7,11.21,1.15,2848.51,1,Cebolla
2,5.76,4.34,1.39,36.42,30.74,296.13,22.44,1.06,2248.5,1,Cebolla
2,6.35,2.42,0.31,21.53,13.01,177.63,17.01,1.25,871.24,1,Cafe
1,7.8,4.13,1.49,39.74,39.33,139.24,13.01,1.48,3012.2,1,Papa
3,5.92,3.5,1.59,21.77,37.85,210.83,20.09,1.2,3568.15,1,Papa
3,6.74,4.99,1.39,39.43,29.99,96.46,38.17,1.58,2751.98,1,Cebolla
1,7.61,2.46,0.2,45.06,35.2,147.78,35.65,1.05,1141.17,1,Cafe
3,5.92,2.08,2.13,36.82,30.33,269.07,24.94,1.03,1540.25,1,Cafe
4,7.37,3.73,1.48,18.58,34.59,89.48,7.3,1.14,1535.26,1,Cafe
3,7.78,3.13,0.1,14.84,31.57,182.61,35.02,1.18,1401.68,1,Cafe
3,7.07,3.32,0.67,38.0,10.08,167.59,24.27,1.39,1195.56,1,Cafe
1,6.49,2.79,1.76,29.88,19.55,261.98,8.9,1.41,779.82,1,Cebolla
3,6.42,4.31,0.88,47.79,15.0,221.29,33.7,1.26,3099.18,1,Papa
4,6.15,4.25,1.8,49.9,19.07,142.52,29.93,1.64,605.29,1,Cebolla
3,6.55,2.89,0.81,29.51,34.44,72.08,24.67,1.02,2515.79,1,Cebolla
4,6.86,2.92,1.6,43.06,10.74,175.37,15.68,1.3,89.84,1,Maiz
1,7.29,4.2,0.44,18.0,36.43,275.14,15.64,1.55,114.49,1,Maiz
3,6.48,2.11,1.57,35.06,28.5,257.62,8.65,1.27,215.68,1,Maiz
4,7.55,2.09,1.07,36.0,26.7,201.1,10.6,1.02,378.87,1,Maiz
4,6.42,2.98,1.62,19.49,8.5,166.38,36.93,1.09,2040.5,1,Cebolla
3,7.7,2.34,1.33,23.16,25.04,206.95,26.08,1.19,2108.6,1,Cebolla
1,6.01,2.58,1.72,38.55,24.57,201.77,15.11,1.14,1879.15,1,Cafe
2,6.34,2.09,2.34,29.46,20.51,104.52,32.73,1.41,1541.13,1,Cafe
2,7.6,2.39,1.04,32.06,14.23,276.89,40.53,1.41,2410.83,1,Cebolla
2,7.55,3.39,2.0,35.73,27.04,220.26,16.99,1.56,2831.59,1,Cebolla
4,5.55,3.25,1.01,29.7,31.24,109.99,11.53,1.09,626.26,1,Cebolla
4,7.23,2.01,0.59,34.29,14.86,115.25,29.99,1.56,613.03,1,Cebolla
4,7.7,2.99,1.99,33.91,11.87,212.13,37.57,1.51,1521.34,1,Cafe
3,6.75,2.88,0.69,42.94,30.72,127.13,26.09,1.37,819.83,1,Cafe
4,6.72,2.81,1.41,12.75,19.68,210.61,22.56,1.5,3275.54,1,Papa
3,5.34,4.23,1.57,36.03,21.99,181.39,23.25,1.51,1772.91,1,Cafe
2,6.6,3.31,2.19,27.63,33.4,84.76,28.71,1.2,3730.36,1,Cebada
4,7.89,2.06,0.11,45.47,12.08,70.59,31.62,1.44,3012.15,1,Papa
2,5.7,2.44,0.39,34.16,22.54,169.06,10.19,1.05,1166.19,1,Cafe
4,7.64,2.93,1.02,50.49,14.37,186.11,8.8,1.32,3538.91,1,Papa
3,6.27,3.9,1.1,33.61,26.97,262.75,12.53,1.46,2795.26,1,Cebolla
2,6.67,2.08,0.3,13.92,27.32,216.32,24.13,1.65,2007.53,1,Cebolla
2,6.1,2.68,1.95,15.25,22.28,292.92,30.92,1.43,2799.4,1,Cebolla
1,5.6,3.67,1.57,33.14,27.52,178.01,30.3,1.29,675.34,1,Cebolla
2,6.9,2.6,1.1,21.89,38.09,263.43,33.6,1.16,2054.57,1,Cebolla
1,5.45,1.63,1.22,41.78,32.0,244.48,18.22,1.16,2459.31,1,Cebolla
3,6.61,3.42,0.15,25.72,20.91,278.96,40.41,1.28,1053.65,1,Cafe
1,5.6,1.57,0.99,44.95,12.76,243.39,28.88,1.56,3084.57,1,Papa
4,7.19,2.15,0.99,39.68,9.11,311.53,27.98,1.68,2358.67,1,Cebolla
3,7.1,3.2,1.89,25.54,26.47,238.55,11.42,1.28,3417.04,1,Papa
2,6.76,2.54,1.82,34.82,28.08,289.77,21.95,1.29,2803.61,1,Cebolla
1,7.07,4.0,1.62,19.06,31.37,214.48,11.49,1.21,2005.82,1,Cebolla
4,6.59,3.88,1.96,42.0,41.31,108.85,16.28,1.11,3886.77,1,Cebada
4,6.94,3.3,1.23,12.8,33.54,148.93,38.26,1.13,2976.43,1,Cebolla
1,5.64,4.23,1.37,22.6,8.95,105.72,22.86,1.56,3075.39,1,Papa
4,5.8,4.41,0.58,46.7,10.18,217.9,30.64,1.43,3635.18,1,Papa
3,6.21,4.15,2.24,12.57,24.31,106.21,35.07,1.29,3803.53,1,Cebada
4,7.84,1.53,0.87,27.43,37.49,296.85,11.4,1.31,2725.51,1,Cebolla
3,5.99,3.63,0.59,37.69,18.71,218.88,8.35,1.53,3580.9,1,Cebada
1,7.14,5.01,1.5,28.15,19.05,104.66,18.07,1.44,2637.43,1,Cebolla
2,6.86,2.59,2.29,15.63,11.22,168.83,35.54,1.27,723.37,1,Cebolla
2,5.9,3.97,1.27,36.7,10.52,195.01,12.04,1.1,2269.68,1,Cebolla
1,6.88,2.74,1.93,19.72,30.21,70.24,36.4,1.01,2067.86,1,Cebolla
2,6.73,2.52,0.44,41.12,20.71,134.13,32.43,1.37,2554.42,1,Cebolla
1,7.82,2.64,0.99,16.3,16.76,256.09,28.1,1.45,2753.64,1,Cebolla
1,6.42,2.94,1.67,47.86,31.18,115.78,20.06,1.27,1998.82,1,Cafe
2,7.39,4.24,1.26,24.09,24.54,225.62,22.31,1.59,1400.75,1,Cafe
1,6.03,2.46,1.39,47.95,17.38,242.2,16.52,1.21,1915.35,1,Cafe
4,6.34,3.78,0.81,47.11,32.14,146.88,23.83,1.14,3964.65,1,Cebada
1,7.7,2.5,1.42,29.17,21.19,129.52,22.05,1.13,3524.5,1,Cebada
1,5.69,1.89,2.09,46.65,23.37,149.4,38.2,1.56,2351.0,1,Cebolla
3,6.76,3.42,0.69,32.44,35.78,188.14,8.05,1.38,2109.42,1,Cebolla
1,6.75,2.48,1.51,14.38,8.51,240.76,32.49,1.47,3766.15,1,Cebada
2,7.57,5.01,2.29,34.32,33.12,134.4,19.46,1.31,3714.42,1,Papa
2,6.41,2.28,2.11,20.05,13.22,264.93,29.94,1.12,7.84,1,Maiz
1,6.17,3.36,1.51,19.9,36.2,74.16,14.98,1.13,3112.55,1,Papa
3,6.81,4.41,0.77,28.62,35.28,245.94,23.41,1.46,33.51,1,Maiz
1,6.86,4.74,2.33,27.16,27.71,247.15,32.35,1.05,2579.13,1,Cebolla
2,7.05,2.38,2.0,47.21,37.92,176.66,24.21,1.36,3709.05,1,Papa
2,7.28,3.59,0.84,39.29,19.47,246.2,25.25,1.22,2682.86,1,Cebolla
2,6.6,2.78,2.26,33.68,37.64,270.2,38.97,1.36,941.24,1,Cafe
2,7.67,2.79,0.44,24.24,11.23,111.27,30.34,1.61,1237.46,1,Cafe
1,7.11,1.57,1.38,27.26,35.97,233.45,35.84,1.13,2112.99,1,Cebolla
2,6.17,4.2,2.3,14.61,34.13,219.02,31.77,1.66,3503.28,1,Cebada
3,6.66,3.41,2.57,26.66,29.63,253.07,21.71,1.32,2062.78,1,Cebolla
2,5.83,2.67,1.7,47.46,21.17,113.5,8.59,1.52,120.86,1,Maiz
2,7.52,4.42,1.47,40.31,31.94,131.36,33.58,1.26,2804.89,1,Cebolla
3,6.82,3.11,1.76,33.05,13.6,261.96,29.41,1.22,788.21,1,Cebolla
4,6.61,2.26,2.47,12.77,8.42,155.11,20.91,1.21,1927.12,1,Cafe
1,5.34,4.46,1.6,30.08,16.2,103.95,25.82,1.4,2051.6,1,Cebolla
2,6.75,1.89,1.78,45.3,12.45,265.97,11.34,1.52,2819.41,1,Cebolla
4,7.16,4.3,2.41,30.5,36.07,250.83,20.08,1.63,1819.21,1,Cafe
2,6.42,3.57,0.84,19.38,32.99,61.41,36.09,1.17,2383.77,1,Cebolla
1,7.46,2.69,1.64,24.97,32.14,199.29,37.17,1.41,1805.66,1,Cafe
3,7.21,3.83,2.09,18.61,36.12,208.27,29.22,1.29,1949.37,1,Cafe
3,7.09,4.87,0.72,41.69,38.06,177.6,10.78,1.27,3146.27,1,Papa
4,6.28,3.82,0.48,37.78,18.96,187.79,13.92,1.29,3127.4,1,Papa
2,7.25,3.64,1.81,32.55,15.97,213.51,27.39,1.17,1963.81,1,Cafe
4,6.88,2.7,2.3,17.77,26.03,199.53,22.82,1.44,616.66,1,Cebolla
3,5.99,4.3,1.26,16.96,28.38,210.87,21.01,1.24,508.23,1,Cebolla
2,5.91,4.35,0.12,41.42,8.41,92.82,39.4,1.33,884.89,1,Cafe
3,6.54,1.72,1.78,48.48,31.08,134.25,13.1,1.63,3069.24,1,Papa
4,7.59,4.59,2.17,21.59,28.8,243.45,26.01,1.22,2947.3,1,Cebolla
2,7.77,2.18,0.33,34.29,23.93,81.78,39.05,1.14,2001.35,1,Cebolla
1,7.22,1.46,2.17,22.08,24.31,212.63,9.39,1.05,2687.1,1,Cebolla
1,7.86,2.45,1.25,44.31,36.51,90.01,18.38,1.37,3247.25,1,Papa
4,6.56,2.56,2.38,42.58,11.74,144.8,27.5,1.14,3106.41,1,Papa
1,6.06,3.99,1.85,29.01,19.28,219.14,11.23,1.12,2379.67,1,Cebolla
1,7.85,2.87,1.43,38.74,20.98,75.52,8.06,1.59,1731.28,1,Cafe
2,5.69,1.69,0.25,44.09,23.29,195.64,17.0,1.05,2964.47,1,Cebolla
1,6.14,3.52,0.78,37.56,18.09,152.72,23.01,1.42,2964.79,1,Cebolla
3,7.77,4.03,1.33,18.06,35.18,246.35,29.2,1.47,2134.03,1,Cebolla
2,7.71,3.69,0.91,14.24,33.76,188.26,11.58,1.13,1590.34,1,Cafe
4,6.71,3.12,2.05,45.98,25.79,208.93,33.08,1.17,3060.33,1,Papa
1,6.52,2.75,2.35,47.45,24.27,246.03,22.92,1.51,1011.69,1,Cafe
3,5.74,4.71,2.36,37.51,37.45,178.36,15.78,1.25,237.64,1,Maiz
